mol_id,row_type,family,tier,variant,method,display_label,source,rotatable_bonds,heavy_atoms,conformer_count,clash_cutoff,clash_input_confs,clash_pass_confs,clash_fail_confs,clash_pass_rate,pb_input_confs,pb_pass_confs,pb_fail_confs,pb_pass_rate,pb_check_fail_counts_json,pb_check_fail_rates_json,post_pb_confs,mean_torsion_std_deg,pairwise_mean,pairwise_p90,greedy_clusters_0p5,clusters_per_100_0p5,cluster_entropy_0p5,largest_cluster_fraction_0p5,effective_clusters_0p5,simpson_concentration_0p5,singleton_fraction_0p5,greedy_clusters_1p0,clusters_per_100_1p0,cluster_entropy_1p0,largest_cluster_fraction_1p0,effective_clusters_1p0,simpson_concentration_1p0,singleton_fraction_1p0,greedy_clusters_2p0,clusters_per_100_2p0,cluster_entropy_2p0,largest_cluster_fraction_2p0,effective_clusters_2p0,simpson_concentration_2p0,singleton_fraction_2p0,greedy_clusters_3p0,clusters_per_100_3p0,cluster_entropy_3p0,largest_cluster_fraction_3p0,effective_clusters_3p0,simpson_concentration_3p0,singleton_fraction_3p0,energy_count,energy_min,energy_max,energy_median,energy_std,casf_best_rmsd,casf_median_rmsd,casf_hit_0p25,casf_hit_0p5,casf_hit_0p75,casf_hit_2p0,casf_opt_best_rmsd,casf_opt_median_rmsd,casf_opt_hit_0p25,casf_opt_hit_0p5,casf_opt_hit_0p75,casf_opt_hit_2p0,generated_candidates,finite_rejected,clash_rejected,bond_rejected,stereo_rejected,rmsd_rejected,pre_clash_passed,minimization_input_confs,minimization_failed,minimization_invalid,post_min_clash_rejected,kept_confs,num_target_confs,target_confs,ligand_set
1bcu_1bcu_conf0,generation,qwen_0p6b_4e_from_bigdata_step29600,fixed,0p6b_4e_from_bigdata_step29600,qwen_0p6b_4e_from_bigdata_step29600_fixed,Qwen 0.6B 4e from bigdata (step 29600),qwen_0p6b_4e_from_bigdata_step29600_fixed,2,16,995,0.7,995,995,0,1.0,999,995,4,0.995995995995996,"{""all_atoms_connected"":0,""bond_angles"":3,""bond_lengths"":4,""bonds"":0,""double_bond_stereochemistry"":0,""energy_ratio"":3,""file_loads"":0,""inchi_convertible"":0,""internal_steric_clash"":3,""molecular_formula"":0,""no_radicals"":0,""planar_aromatic_rings"":0,""planar_double_bonds"":0,""reference_file_loads"":0,""sanitisation"":0,""tetrahedral_chirality"":0}","{""all_atoms_connected"":0.0,""bond_angles"":0.003003003003003003,""bond_lengths"":0.004004004004004004,""bonds"":0.0,""double_bond_stereochemistry"":0.0,""energy_ratio"":0.003003003003003003,""file_loads"":0.0,""inchi_convertible"":0.0,""internal_steric_clash"":0.003003003003003003,""molecular_formula"":0.0,""no_radicals"":0.0,""planar_aromatic_rings"":0.0,""planar_double_bonds"":0.0,""reference_file_loads"":0.0,""sanitisation"":0.0,""tetrahedral_chirality"":0.0}",995,,0.0671380683120874,0.0956289506466942,1.0,0.10050251256281408,0.0,1.0,1.0,1.0,0.0,1.0,0.10050251256281408,0.0,1.0,1.0,1.0,0.0,1.0,0.10050251256281408,0.0,1.0,1.0,1.0,0.0,1.0,0.10050251256281408,0.0,1.0,1.0,1.0,0.0,995,42.81446347514725,177.6230516555841,54.71329591144465,7.2657062530933025,0.055697337009848365,0.0738019326098496,1.0,1.0,1.0,1.0,0.04086391485339061,0.06262752420793144,1.0,1.0,1.0,1.0,999,0,0,0,0,0,999,0,0,0,0,995,1000,1000,core
1bcu_1bcu_conf0,generation,qwen_0p6b_4e_from_bigdata_step29600,dynamic,0p6b_4e_from_bigdata_step29600,qwen_0p6b_4e_from_bigdata_step29600_dynamic,Qwen 0.6B 4e from bigdata (step 29600),qwen_0p6b_4e_from_bigdata_step29600_dynamic,2,16,24,0.7,24,24,0,1.0,24,24,0,1.0,"{""all_atoms_connected"":0,""bond_angles"":0,""bond_lengths"":0,""bonds"":0,""double_bond_stereochemistry"":0,""energy_ratio"":0,""file_loads"":0,""inchi_convertible"":0,""internal_steric_clash"":0,""molecular_formula"":0,""no_radicals"":0,""planar_aromatic_rings"":0,""planar_double_bonds"":0,""reference_file_loads"":0,""sanitisation"":0,""tetrahedral_chirality"":0}","{""all_atoms_connected"":0.0,""bond_angles"":0.0,""bond_lengths"":0.0,""bonds"":0.0,""double_bond_stereochemistry"":0.0,""energy_ratio"":0.0,""file_loads"":0.0,""inchi_convertible"":0.0,""internal_steric_clash"":0.0,""molecular_formula"":0.0,""no_radicals"":0.0,""planar_aromatic_rings"":0.0,""planar_double_bonds"":0.0,""reference_file_loads"":0.0,""sanitisation"":0.0,""tetrahedral_chirality"":0.0}",24,,0.062068591699513696,0.07752522745156598,1.0,4.166666666666667,0.0,1.0,1.0,1.0,0.0,1.0,4.166666666666667,0.0,1.0,1.0,1.0,0.0,1.0,4.166666666666667,0.0,1.0,1.0,1.0,0.0,1.0,4.166666666666667,0.0,1.0,1.0,1.0,0.0,24,50.25839755784638,59.97811658141222,55.51560184632698,2.740193218580356,0.060205242054197916,0.06962541807048817,1.0,1.0,1.0,1.0,0.049436756654118404,0.062077833861120035,1.0,1.0,1.0,1.0,999,0,0,0,0,0,24,0,0,0,0,24,24,24,core
1bcu_1bcu_conf0,generation,qwen_0p6b_4e_from_bigdata_step29600,chembl_count,0p6b_4e_from_bigdata_step29600,qwen_0p6b_4e_from_bigdata_step29600_chembl_count,Qwen 0.6B 4e from bigdata (step 29600),qwen_0p6b_4e_from_bigdata_step29600_chembl_count,2,16,1,0.7,1,1,0,1.0,1,1,0,1.0,"{""all_atoms_connected"":0,""bond_angles"":0,""bond_lengths"":0,""bonds"":0,""double_bond_stereochemistry"":0,""energy_ratio"":0,""file_loads"":0,""inchi_convertible"":0,""internal_steric_clash"":0,""molecular_formula"":0,""no_radicals"":0,""planar_aromatic_rings"":0,""planar_double_bonds"":0,""reference_file_loads"":0,""sanitisation"":0,""tetrahedral_chirality"":0}","{""all_atoms_connected"":0.0,""bond_angles"":0.0,""bond_lengths"":0.0,""bonds"":0.0,""double_bond_stereochemistry"":0.0,""energy_ratio"":0.0,""file_loads"":0.0,""inchi_convertible"":0.0,""internal_steric_clash"":0.0,""molecular_formula"":0.0,""no_radicals"":0.0,""planar_aromatic_rings"":0.0,""planar_double_bonds"":0.0,""reference_file_loads"":0.0,""sanitisation"":0.0,""tetrahedral_chirality"":0.0}",1,,,,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1,51.03444092644632,51.03444092644632,51.03444092644632,0.0,0.07488092178737388,0.07488092178737388,1.0,1.0,1.0,1.0,0.05397083056691222,0.05397083056691222,1.0,1.0,1.0,1.0,999,0,0,0,0,0,1,0,0,0,0,1,1,1,core
1c5z_1c5z_conf0,generation,qwen_0p6b_4e_from_bigdata_step29600,fixed,0p6b_4e_from_bigdata_step29600,qwen_0p6b_4e_from_bigdata_step29600_fixed,Qwen 0.6B 4e from bigdata (step 29600),qwen_0p6b_4e_from_bigdata_step29600_fixed,1,9,998,0.7,998,998,0,1.0,1000,998,2,0.998,"{""all_atoms_connected"":0,""bond_angles"":0,""bond_lengths"":0,""bonds"":0,""double_bond_stereochemistry"":0,""energy_ratio"":2,""file_loads"":0,""inchi_convertible"":0,""internal_steric_clash"":0,""molecular_formula"":0,""no_radicals"":0,""planar_aromatic_rings"":0,""planar_double_bonds"":0,""reference_file_loads"":0,""sanitisation"":0,""tetrahedral_chirality"":0}","{""all_atoms_connected"":0.0,""bond_angles"":0.0,""bond_lengths"":0.0,""bonds"":0.0,""double_bond_stereochemistry"":0.0,""energy_ratio"":0.002,""file_loads"":0.0,""inchi_convertible"":0.0,""internal_steric_clash"":0.0,""molecular_formula"":0.0,""no_radicals"":0.0,""planar_aromatic_rings"":0.0,""planar_double_bonds"":0.0,""reference_file_loads"":0.0,""sanitisation"":0.0,""tetrahedral_chirality"":0.0}",998,111.7906854245012,0.30029866724246657,0.5411439496948588,2.0,0.20040080160320642,0.9984669617059373,0.5230460921843687,1.9978758864214619,0.5010622447299408,0.0,1.0,0.10020040080160321,0.0,1.0,1.0,1.0,0.0,1.0,0.10020040080160321,0.0,1.0,1.0,1.0,0.0,1.0,0.10020040080160321,0.0,1.0,1.0,1.0,0.0,998,19.34531326353182,41.31347254293152,26.10354157440269,2.916947896979564,0.04264093084584248,0.20947406987996914,1.0,1.0,1.0,1.0,0.07497745629151302,0.2341888977747567,1.0,1.0,1.0,1.0,1000,0,0,0,0,0,1000,0,0,0,0,998,1000,1000,core
1c5z_1c5z_conf0,generation,qwen_0p6b_4e_from_bigdata_step29600,dynamic,0p6b_4e_from_bigdata_step29600,qwen_0p6b_4e_from_bigdata_step29600_dynamic,Qwen 0.6B 4e from bigdata (step 29600),qwen_0p6b_4e_from_bigdata_step29600_dynamic,1,9,2,0.7,2,2,0,1.0,2,2,0,1.0,"{""all_atoms_connected"":0,""bond_angles"":0,""bond_lengths"":0,""bonds"":0,""double_bond_stereochemistry"":0,""energy_ratio"":0,""file_loads"":0,""inchi_convertible"":0,""internal_steric_clash"":0,""molecular_formula"":0,""no_radicals"":0,""planar_aromatic_rings"":0,""planar_double_bonds"":0,""reference_file_loads"":0,""sanitisation"":0,""tetrahedral_chirality"":0}","{""all_atoms_connected"":0.0,""bond_angles"":0.0,""bond_lengths"":0.0,""bonds"":0.0,""double_bond_stereochemistry"":0.0,""energy_ratio"":0.0,""file_loads"":0.0,""inchi_convertible"":0.0,""internal_steric_clash"":0.0,""molecular_formula"":0.0,""no_radicals"":0.0,""planar_aromatic_rings"":0.0,""planar_double_bonds"":0.0,""reference_file_loads"":0.0,""sanitisation"":0.0,""tetrahedral_chirality"":0.0}",2,108.34757825656244,0.23981875112371445,0.23981875112371445,1.0,50.0,0.0,1.0,1.0,1.0,0.0,1.0,50.0,0.0,1.0,1.0,1.0,0.0,1.0,50.0,0.0,1.0,1.0,1.0,0.0,1.0,50.0,0.0,1.0,1.0,1.0,0.0,2,26.920656065319385,29.445057028915613,28.1828565471175,1.2622004817981143,0.11394860922424666,0.13770587223350014,1.0,1.0,1.0,1.0,0.10836109526484328,0.16469076980871622,1.0,1.0,1.0,1.0,1000,0,0,0,0,0,2,0,0,0,0,2,2,2,core
1c5z_1c5z_conf0,generation,qwen_0p6b_4e_from_bigdata_step29600,chembl_count,0p6b_4e_from_bigdata_step29600,qwen_0p6b_4e_from_bigdata_step29600_chembl_count,Qwen 0.6B 4e from bigdata (step 29600),qwen_0p6b_4e_from_bigdata_step29600_chembl_count,1,9,1,0.7,1,1,0,1.0,1,1,0,1.0,"{""all_atoms_connected"":0,""bond_angles"":0,""bond_lengths"":0,""bonds"":0,""double_bond_stereochemistry"":0,""energy_ratio"":0,""file_loads"":0,""inchi_convertible"":0,""internal_steric_clash"":0,""molecular_formula"":0,""no_radicals"":0,""planar_aromatic_rings"":0,""planar_double_bonds"":0,""reference_file_loads"":0,""sanitisation"":0,""tetrahedral_chirality"":0}","{""all_atoms_connected"":0.0,""bond_angles"":0.0,""bond_lengths"":0.0,""bonds"":0.0,""double_bond_stereochemistry"":0.0,""energy_ratio"":0.0,""file_loads"":0.0,""inchi_convertible"":0.0,""internal_steric_clash"":0.0,""molecular_formula"":0.0,""no_radicals"":0.0,""planar_aromatic_rings"":0.0,""planar_double_bonds"":0.0,""reference_file_loads"":0.0,""sanitisation"":0.0,""tetrahedral_chirality"":0.0}",1,0.0,,,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1,23.799884334477284,23.799884334477284,23.799884334477284,0.0,0.11692300118093198,0.11692300118093198,1.0,1.0,1.0,1.0,0.17500148374136282,0.17500148374136282,1.0,1.0,1.0,1.0,1000,0,0,0,0,0,1,0,0,0,0,1,1,1,core
1lpg_1lpg_conf0,generation,qwen_0p6b_4e_from_bigdata_step29600,fixed,0p6b_4e_from_bigdata_step29600,qwen_0p6b_4e_from_bigdata_step29600_fixed,Qwen 0.6B 4e from bigdata (step 29600),qwen_0p6b_4e_from_bigdata_step29600_fixed,10,41,548,0.7,548,516,32,0.9416058394160584,992,548,444,0.5524193548387096,"{""all_atoms_connected"":0,""bond_angles"":96,""bond_lengths"":36,""bonds"":0,""double_bond_stereochemistry"":0,""energy_ratio"":195,""file_loads"":0,""inchi_convertible"":0,""internal_steric_clash"":427,""molecular_formula"":0,""no_radicals"":0,""planar_aromatic_rings"":10,""planar_double_bonds"":0,""reference_file_loads"":0,""sanitisation"":0,""tetrahedral_chirality"":0}","{""all_atoms_connected"":0.0,""bond_angles"":0.0967741935483871,""bond_lengths"":0.036290322580645164,""bonds"":0.0,""double_bond_stereochemistry"":0.0,""energy_ratio"":0.19657258064516128,""file_loads"":0.0,""inchi_convertible"":0.0,""internal_steric_clash"":0.43044354838709675,""molecular_formula"":0.0,""no_radicals"":0.0,""planar_aromatic_rings"":0.010080645161290322,""planar_double_bonds"":0.0,""reference_file_loads"":0.0,""sanitisation"":0.0,""tetrahedral_chirality"":0.0}",548,89.72968400450792,2.815045948019045,3.738955427369169,543.0,99.08759124087591,0.9994469360484189,0.0036496350364963502,541.1121809047974,0.001858117107997229,0.990791896869245,316.0,57.66423357664234,0.9688915271689476,0.014598540145985401,264.1956331336758,0.004588683467419681,0.5981012658227848,32.0,5.839416058394161,0.846536398035228,0.10036496350364964,18.800276697833255,0.06469444296446267,0.125,7.0,1.2773722627737227,0.7814846690644635,0.3083941605839416,4.575422063840482,0.2426341307475091,0.14285714285714285,548,112.59901570224355,2622794.14080123,171.4622288217738,111964.04298460057,0.8819993576208383,2.953244630423698,0.0,0.0,0.0,1.0,0.8850307989615495,3.010677731660121,0.0,0.0,0.0,1.0,992,0,0,0,0,0,992,0,0,0,0,548,1000,1000,core
1lpg_1lpg_conf0,generation,qwen_0p6b_4e_from_bigdata_step29600,dynamic,0p6b_4e_from_bigdata_step29600,qwen_0p6b_4e_from_bigdata_step29600_dynamic,Qwen 0.6B 4e from bigdata (step 29600),qwen_0p6b_4e_from_bigdata_step29600_dynamic,10,41,117,0.7,117,108,9,0.9230769230769231,200,117,83,0.585,"{""all_atoms_connected"":0,""bond_angles"":17,""bond_lengths"":6,""bonds"":0,""double_bond_stereochemistry"":0,""energy_ratio"":35,""file_loads"":0,""inchi_convertible"":0,""internal_steric_clash"":80,""molecular_formula"":0,""no_radicals"":0,""planar_aromatic_rings"":2,""planar_double_bonds"":0,""reference_file_loads"":0,""sanitisation"":0,""tetrahedral_chirality"":0}","{""all_atoms_connected"":0.0,""bond_angles"":0.085,""bond_lengths"":0.03,""bonds"":0.0,""double_bond_stereochemistry"":0.0,""energy_ratio"":0.175,""file_loads"":0.0,""inchi_convertible"":0.0,""internal_steric_clash"":0.4,""molecular_formula"":0.0,""no_radicals"":0.0,""planar_aromatic_rings"":0.01,""planar_double_bonds"":0.0,""reference_file_loads"":0.0,""sanitisation"":0.0,""tetrahedral_chirality"":0.0}",117,88.70310248432055,2.7600370180377705,3.5939465476587467,116.0,99.14529914529915,0.9993131662742236,0.017094017094017096,115.62188616956703,0.008693111257213827,0.9913793103448276,102.0,87.17948717948718,0.9902699685041079,0.02564102564102564,97.51163284751755,0.01088465191029294,0.8627450980392157,19.0,16.23931623931624,0.8791344124384298,0.15384615384615385,13.31055902512794,0.0912411425231938,0.2631578947368421,4.0,3.4188034188034186,0.6809958054048155,0.5470085470085471,2.570397728177338,0.443933084958726,0.0,117,125.54436376388534,4705.154702534565,176.83500708146386,420.5900145603449,1.6621773292768174,2.9369968063062872,0.0,0.0,0.0,1.0,1.7390759897779553,2.9824146231145434,0.0,0.0,0.0,1.0,992,0,0,0,0,0,200,0,0,0,0,117,200,200,core
1lpg_1lpg_conf0,generation,qwen_0p6b_4e_from_bigdata_step29600,chembl_count,0p6b_4e_from_bigdata_step29600,qwen_0p6b_4e_from_bigdata_step29600_chembl_count,Qwen 0.6B 4e from bigdata (step 29600),qwen_0p6b_4e_from_bigdata_step29600_chembl_count,10,41,103,0.7,103,96,7,0.9320388349514563,193,103,90,0.533678756476684,"{""all_atoms_connected"":0,""bond_angles"":27,""bond_lengths"":7,""bonds"":0,""double_bond_stereochemistry"":0,""energy_ratio"":39,""file_loads"":0,""inchi_convertible"":0,""internal_steric_clash"":84,""molecular_formula"":0,""no_radicals"":0,""planar_aromatic_rings"":2,""planar_double_bonds"":0,""reference_file_loads"":0,""sanitisation"":0,""tetrahedral_chirality"":0}","{""all_atoms_connected"":0.0,""bond_angles"":0.13989637305699482,""bond_lengths"":0.03626943005181347,""bonds"":0.0,""double_bond_stereochemistry"":0.0,""energy_ratio"":0.20207253886010362,""file_loads"":0.0,""inchi_convertible"":0.0,""internal_steric_clash"":0.43523316062176165,""molecular_formula"":0.0,""no_radicals"":0.0,""planar_aromatic_rings"":0.010362694300518135,""planar_double_bonds"":0.0,""reference_file_loads"":0.0,""sanitisation"":0.0,""tetrahedral_chirality"":0.0}",103,90.15628685623705,2.8077709348387336,3.7430227201481068,103.0,100.0,0.9999999999999998,0.009708737864077669,102.99999999999991,0.009708737864077664,1.0,91.0,88.3495145631068,0.9905293836028555,0.02912621359223301,87.19429343455482,0.012159487227825429,0.8791208791208791,19.0,18.446601941747574,0.8864593915881384,0.17475728155339806,13.600758810024605,0.0894523517767933,0.2631578947368421,5.0,4.854368932038835,0.8497596992451969,0.3786407766990291,3.926056458522002,0.287963050240362,0.0,103,138.61303678809134,4705.154702534565,171.96687201221698,470.4911152200986,2.164083522818801,2.9931226320516684,0.0,0.0,0.0,0.0,2.1603367877557234,3.063997038930538,0.0,0.0,0.0,0.0,992,0,0,0,0,0,193,0,0,0,0,103,193,193,core
1mq6_1mq6_conf0,generation,qwen_0p6b_4e_from_bigdata_step29600,fixed,0p6b_4e_from_bigdata_step29600,qwen_0p6b_4e_from_bigdata_step29600_fixed,Qwen 0.6B 4e from bigdata (step 29600),qwen_0p6b_4e_from_bigdata_step29600_fixed,7,36,622,0.7,622,594,28,0.954983922829582,1000,622,378,0.622,"{""all_atoms_connected"":0,""bond_angles"":6,""bond_lengths"":3,""bonds"":0,""double_bond_stereochemistry"":0,""energy_ratio"":76,""file_loads"":0,""inchi_convertible"":0,""internal_steric_clash"":376,""molecular_formula"":0,""no_radicals"":0,""planar_aromatic_rings"":0,""planar_double_bonds"":0,""reference_file_loads"":0,""sanitisation"":0,""tetrahedral_chirality"":0}","{""all_atoms_connected"":0.0,""bond_angles"":0.006,""bond_lengths"":0.003,""bonds"":0.0,""double_bond_stereochemistry"":0.0,""energy_ratio"":0.076,""file_loads"":0.0,""inchi_convertible"":0.0,""internal_steric_clash"":0.376,""molecular_formula"":0.0,""no_radicals"":0.0,""planar_aromatic_rings"":0.0,""planar_double_bonds"":0.0,""reference_file_loads"":0.0,""sanitisation"":0.0,""tetrahedral_chirality"":0.0}",622,80.7434333913297,2.10989417900496,3.2373560317991745,468.0,75.2411575562701,0.9776659264745962,0.011254019292604502,407.9513605372211,0.00300865375668159,0.8055555555555556,209.0,33.60128617363344,0.9016168645792106,0.05144694533762058,123.56145674889315,0.013244279939206585,0.5263157894736842,28.0,4.501607717041801,0.6463965155075566,0.2990353697749196,8.618623492988293,0.17758811426680865,0.17857142857142858,5.0,0.8038585209003215,0.6525913001674413,0.617363344051447,2.8585233485870623,0.4496489903950538,0.0,622,4.085758618697554,6979.789933788736,32.46469581426845,315.8504628921356,1.6227411497064292,2.4733640867332802,0.0,0.0,0.0,1.0,1.5949346357024423,2.4392457489492223,0.0,0.0,0.0,1.0,1000,0,0,0,0,0,1000,0,0,0,0,622,1000,1000,core
